f,r,o,m
t,o
363124,78023
78023,82404
9951,9965
40814,41128
41128,40813
40813,41126
45022,46215
402702,402703
402703,402704
102831,108108
197558,197557
197557,197697
112974,112983
215288,210505
210505,215313
9689,9688
150583,141780
285558,285223
207054,207051
207051,207049
207049,207028
207028,207023
207023,207022
207022,208080
208080,206634
206634,206633
206633,208088
208088,206630
206630,205200
205200,207434
184615,181793
274676,274823
274823,274824
289169,291665
291665,289175
29359,29358
40340,364339
364339,52465
52465,364344
274257,274215
153361,153362
202809,202810
402088,402138
209941,209940
209940,209931
246428,246418
246418,246417
142582,142581
51416,51391
260529,265117
368983,368988
38536,38413
38413,38484
38484,38414
38414,38488
108162,102836
102836,108111
108111,102829
150922,297299
49291,49286
76707,233122
24759,152455
197144,197694
175776,175775
175775,175774
175774,175772
175772,175411
175411,175410
175410,175409
175409,175407
46634,157373
157373,201792
246939,246938
246938,246937
278476,278281
361179,359423
395374,395529
321097,321096
321096,321091
321091,321085
321085,321084
79682,79687
85086,85087
306117,323500
323500,324710
34804,34803
34803,33656
33656,33651
305646,305659
288769,288770
135217,141474
32642,32583
235549,244354
321037,321020
260815,265346
265346,260810
58514,57858
57858,57873
83799,83123
83123,83800
83800,83124
82460,82721
349075,349078
51849,267906
190850,191398
216033,216073
98769,98776
268876,268077
268077,268878
268878,402481
402481,268888
185910,186037
385104,385105
385105,385106
385106,385107
385107,384611
349216,349223
349223,349225
349225,349227
349227,349229
349229,349232
245132,246876
246876,245126
245126,245105
233039,233038
259713,264574
160262,160429
297212,297216
82465,81934
81934,82452
82452,81818
112423,112418
112418,112413
112413,112412
246815,246779
304876,324645
246930,246927
246927,5908
19212,19174
19174,19740
19740,19173
19173,19738
140244,140241
143733,145377
145377,143720
143720,143718
143718,143563
143563,141359
141359,145325
102373,106899
278270,278467
152364,369540
346277,346279
35430,35700
233514,233512
233512,232932
232932,232931
181653,181644
368809,369267
369267,1276
102455,107115
107115,107113
107113,7917
7917,107112
107112,107108
107108,102453
102453,107102
40965,45560
349957,359296
359296,349958
349958,359297
33610,325359
325359,325358
197390,197389
358742,359188
107307,107271
33916,31316
183714,179752
179752,183730
183730,179748
179748,179170
179170,183729
183729,183768
183768,179727
179727,179165
179165,183771
183771,179716
179716,183783
183783,179160
179160,179159
179159,179709
179709,179708
179708,179155
179155,179154
179154,183796
183796,179150
179150,183805
183805,179144
111123,104880
152927,152950
152950,200328
200328,199937
70175,70176
273879,273883
187056,187353
187353,187336
158139,158141
11384,20764
20764,8507
8507,11385
11385,20765
20765,11383
11383,20763
61355,61331
361747,361746
46244,46127
305623,305629
384106,384107
384107,384109
384109,384110
115301,114906
114906,115302
74753,74754
74754,74756
212524,219563
219563,212515
212515,219561
219561,220266
220266,220267
220267,212512
212512,219558
219558,212511
212511,219557
219557,212508
78091,82027
82027,82606
82606,71275
397884,397609
108580,103406
103406,108539
358034,358062
358062,360726
988,967
967,45919
255147,269528
269528,268133
209728,216725
216725,209720
178200,177541
239046,239049
239049,239047
239047,236663
236663,82264
150762,143824
143824,143820
143820,143805
83196,83130
83130,83133
380231,379378
177046,177045
177045,177044
177044,177040
177040,177940
247992,73270
73270,247236
247236,247991
247991,73271
73271,247235
307401,324530
324530,307402
307402,321960
321960,324546
324546,321959
321959,323262
323262,307419
307419,323315
323315,321944
321944,300299
300299,324162
206200,204714
204714,204712
306195,320591
320591,320592
320592,306204
306204,300231
300231,320595
8321,8278
8278,8265
8265,10819
163466,163465
349809,360980
360980,349857
349857,360979
360979,349862
174618,174685
174685,174256
60105,59542
59542,60106
157956,157700
51460,51639
51639,51637
144249,139983
139983,144250
144250,145137
140235,192404
216312,209854
209854,216325
242062,242060
346409,346410
286539,286536
390666,390667
338408,348026
358886,358888
218616,218623
210878,214977
102059,102055
105337,105336
84347,84353
361049,349798
49236,204706
204706,204704
204704,401849
401849,401636
401636,401850
11044,20478
20478,8350
237512,237506
361927,360773
360773,361928
75134,76609
196931,41713
114377,114384
23388,22226
22226,22227
22227,22228
134229,134847
134847,326015
300295,321761
321761,321745
187833,175025
175025,187292
254433,254434
254434,254435
254435,254436
189843,189919
68937,63258
68757,68758
68758,68759
120427,129333
129333,215077
215077,296616
296616,210712
9468,9467
46017,46974
46974,46946
150604,150602
150602,141875
219668,212547
6146,5582
349244,349248
337706,337707
337707,337708
337708,337709
337709,337712
190003,191701
276484,272216
181570,181545
361945,360747
360747,286979
286979,360746
219559,212502
238090,245987
245987,141950
141950,247420
1441,1865
1865,1438
1438,1860
253422,253082
253082,253396
215124,210706
210706,215139
200373,200375
118483,118913
118913,118867
54161,54158
361609,350101
234963,234304
255300,188159
257952,257658
143744,143745
307265,322088
358256,350387
350387,358257
177895,178450
68898,63241
75154,87965
336048,335740
337943,337945
260649,265233
360966,349868
177441,177440
336700,338776
338776,338792
208832,206314
206314,208836
144717,144860
144860,139597
139597,139596
139596,144767
144767,139569
139569,139566
139566,144770
144770,144775
144775,139558
139558,144779
144779,139555
139555,144783
144783,139553
139553,144787
144787,139552
215863,215865
128573,118635
118635,50195
50195,50194
50194,191195
40400,52499
52499,81242
81242,111719
111719,158246
158246,159397
159397,161153
161153,27540
27540,27541
27541,40430
40430,52525
52525,81130
81130,82768
82768,84802
84802,111677
111677,159423
159423,161177
161177,200002
206136,206135
102798,107986
175979,175976
247299,247280
141041,141028
141028,141006
141006,141005
141005,140996
140996,140995
140995,140993
140993,140991
321653,321594
54107,348320
206683,205257
205257,207497
349394,349395
350300,384496
80810,205374
205374,81244
81244,206366
206366,40369
40369,81245
81245,205300
205300,206730
72088,71735
183924,179625
179625,183950
183950,179623
179623,183952
348890,348892
348892,348906
101696,102043
102043,101689
101689,101688
397901,397625
397625,397626
397626,397933
397933,397659
397659,397661
384996,384997
384997,385039
217104,209546
45864,46631
383506,383507
289196,333626
333626,281698
139798,144465
144465,144470
144470,139782
142702,142699
101611,101609
101609,102017
102017,101602
101602,101542
47574,196419
107149,107147
107147,184166
184166,107137
107137,107136
88102,88113
55572,54169
54169,57697
82006,82579
121320,121319
211275,214400
82817,82814
140405,140404
260374,264991
109501,103942
260233,264866
384960,384585
51963,51962
61578,61466
61466,61577
62672,143179
143179,143177
143177,143149
143149,143135
143135,143134
143134,297932
70627,69675
285951,253269
253269,285235
285235,287485
287485,330716
259821,259820
259820,259818
259818,264637
264637,264636
264636,264635
58576,58577
57864,50209
28069,28415
30414,30413
30413,30412
30412,30390
210899,216594
259751,264591
349168,349169
349169,349171
114391,114392
114392,114393
187935,187391
276400,276401
333955,333956
333956,333958
167761,167786
192588,50172
88781,87555
305356,305358
305358,323717
323717,323718
278298,153768
153768,152478
153782,152489
152489,272036
272036,272769
219118,212177
383684,383689
361902,360797
125845,125924
109840,104100
139633,144653
74421,84289
84289,83076
83076,84290
84290,86269
86269,86268
86268,86264
5340,5869
72990,72125
72125,72084
46411,45170
45170,46408
348232,348233
348233,346366
346366,346370
346370,346372
346372,346405
346405,346418
362665,360794
284019,284017
161259,283582
324303,322511
161399,161402
161402,152396
286695,287091
70344,70282
163964,168143
295061,297700
297700,295066
299223,295475
295475,299224
299224,295489
362136,362306
247584,247582
18076,9018
377749,377164
377164,377165
377165,377751
173714,9069
331351,331350
331350,331348
331348,331347
296530,118245
100591,325411
41655,41654
179837,179807
179807,179232
179232,179802
23757,23759
23759,23607
42538,41573
41573,42539
34318,34319
322929,18679
336864,338361
48230,48220
218491,211863
211863,218450
218450,211850
400512,400509
400509,400501
118875,205372
205372,207472
288747,333910
213462,206475
259919,259918
259918,259917
259917,264683
264683,264682
264682,264681
264681,264680
40301,40356
10774,10773
10773,10768
10768,10737
216086,210012
361947,286593
324483,324500
93879,273827
273827,336357
82,77521
77521,77649
248875,2337
346490,346496
346496,346562
346562,346708
346708,346711
200489,200135
200135,200480
163000,162998
162998,164685
164685,164684
164684,164680
164680,164679
72664,72011
205306,205296
205296,207532
120979,127007
236125,236127
236127,236131
322476,322503
108700,108606
273689,366905
296952,297035
297035,297049
297049,208575
208575,49635
307194,307196
307196,322157
322157,322155
173878,379293
204876,205907
285930,257830
289328,289211
289211,289212
101564,102008
102008,101559
101559,102005
362032,360711
360711,357913
357913,357914
357914,357916
51055,189867
183303,179986
320565,306015
306015,306080
306080,320574
48401,58035
158557,268649
59689,59688
186709,184706
184706,249398
249398,184709
187754,5838
5838,187757
377579,18857
18857,172002
172002,377577
377577,377572
219694,219580
219580,212525
62706,61593
61593,61592
61592,62738
62738,61601
61601,62776
62776,61604
61604,62782
62782,62790
62790,61607
257043,257061
38560,38404
38404,38561
38561,38405
38405,38559
383399,164588
164588,164587
164587,164586
304776,304792
304792,304793
102965,108416
108416,108413
79224,80100
376088,376089
184037,184041
184041,179552
27396,40294
40294,47726
47726,52219
52219,53402
53402,80984
80984,84727
84727,85802
85802,85871
85871,159249
159249,199900
199900,80709
101686,102041
102041,101685
144728,144729
25196,25201
25201,25202
247919,247071
247071,247918
235401,19375
19375,19374
19374,19373
24480,24532
119249,128182
128182,220126
220126,211700
126096,126097
164095,164093
164093,164090
164090,164089
164089,164057
164057,164055
164055,164048
164048,164046
164046,164045
164045,164044
164044,164043
164043,164039
164039,164038
119306,128640
128640,192601
192601,192543
383210,382055
118025,118019
118019,118020
41148,61252
205542,207869
399241,399242
345966,345971
11080,20508
116018,116011
19098,19624
275327,348375
244527,244865
244865,244545
244545,244867
244867,244546
54151,54150
95312,94167
85236,86116
260313,264931
264931,264930
45250,46232
41967,41970
346843,346871
346871,346874
104111,109839
291248,291249
291249,291250
291250,291251
291251,292022
52317,52164
24905,27261
279866,279610
101481,101397
101397,101946
260496,265090
215290,210504
204918,205974
205974,204917
204917,204916
204916,205971
205971,205969
9620,182674
182674,182642
182642,182632
182632,115276
115276,36296
36296,337658
337658,337669
337669,53899
53899,304603
304603,304604
304604,320318
320318,320319
320319,304607
304607,115154
115154,115138
115138,288978
288978,288980
288980,289018
289018,22237
22237,54844
54844,163485
163485,347223
347223,163278
163278,114964
114964,114638
114638,54742
54742,237176
237176,95706
95706,80453
80453,239726
239726,237116
237116,239699
239699,384948
384948,270756
270756,383299
383299,164690
164690,164688
164688,327301
327301,383340
383340,383343
383343,279001
279001,279005
279005,279007
279007,141547
141547,141546
141546,164597
164597,164589
164589,255958
255958,255954
255954,255953
255953,255952
255952,255926
255926,164492
164492,141285
141285,162815
162815,164359
164359,383490
383490,279037
279037,22807
22807,279038
279038,383497
383497,97505
97505,383518
383518,279049
279049,73213
73213,107527
107527,102616
102616,54347
54347,112591
112591,337327
337327,346138
346138,112453
112453,112446
112446,95359
95359,94214
94214,400652
400652,399840
399840,160279
160279,284449
284449,346054
346054,57734
57734,57737
57737,244411
244411,244410
244410,244405
244405,401590
401590,57835
57835,72237
72237,118631
118631,244454
244454,244453
244453,93882
93882,93880
93880,360689
360689,279973
279973,401623
401623,401624
401624,401625
401625,360705
360705,257722
257722,257721
257721,41578
41578,42536
42536,257714
257714,42537
42537,70072
70072,101291
101291,101898
101898,401631
401631,189895
189895,191840
191840,35556
35556,258001
258001,358067
358067,35338
35338,360666
360666,190287
190287,97196
97196,97195
97195,279933
279933,279648
279648,279932
279932,279647
279647,279645
279645,279931
279931,279643
279643,279930
279930,279641
279641,379383
379383,37777
37777,379373
379373,360639
360639,401638
401638,267693
267693,29690
29690,191932
191932,134964
134964,134967
134967,28997
28997,29011
29011,345879
345879,347355
347355,267751
267751,28951
28951,28927
28927,28950
28950,267754
267754,86698
86698,86762
86762,134544
134544,401647
401647,401867
401867,298405
298405,97243
97243,28101
28101,28581
28581,28423
28423,31293
31293,127321
127321,97235
97235,68141
68141,69891
69891,322256
322256,257948
257948,267807
267807,69889
69889,69844
69844,325520
325520,134710
134710,401654
401654,27639
27639,71591
71591,253175
253175,253177
253177,253178
253178,390261
390261,46371
46371,271248
271248,391946
391946,347251
347251,69739
69739,258108
258108,71070
71070,69736
69736,69716
69716,69702
69702,117818
117818,117812
117812,117803
117803,176808
176808,177779
177779,69513
69513,346825
346825,347639
347639,347211
83259,197937
79086,79368
265508,260181
260181,260180
260180,264839
219314,212361
244197,244194
38548,38410
327317,327318
327318,327337
95674,95690
297831,297832
368673,368675
278872,278873
183609,179177
179177,183610
10582,10579
10579,10559
10559,10558
26947,27026
